x,y,phi
2.083333333333333481e+00,5.833333333333332593e-01,8.015248063664609290e+00
2.250000000000000000e+00,5.833333333333332593e-01,8.260104173837659047e+00
2.416666666666666963e+00,5.833333333333332593e-01,8.486399189451168112e+00
2.583333333333333037e+00,5.833333333333332593e-01,8.695143807831632543e+00
2.750000000000000000e+00,5.833333333333332593e-01,8.887242454723393692e+00
2.916666666666666519e+00,5.833333333333332593e-01,9.063504805019833910e+00
3.083333333333333037e+00,5.833333333333332593e-01,9.224655441699061598e+00
3.250000000000000000e+00,5.833333333333332593e-01,9.371341983743191051e+00
3.416666666666666519e+00,5.833333333333332593e-01,9.504141944745180481e+00
3.583333333333333037e+00,5.833333333333332593e-01,9.623568530221930928e+00
3.750000000000000000e+00,5.833333333333332593e-01,9.730075539662939477e+00
3.916666666666666519e+00,5.833333333333332593e-01,9.824061506253993770e+00
4.083333333333333925e+00,5.833333333333332593e-01,9.905873180912992737e+00
4.250000000000000000e+00,5.833333333333332593e-01,9.975808446160787213e+00
4.416666666666666963e+00,5.833333333333332593e-01,1.003411872820740136e+01
4.583333333333333925e+00,5.833333333333332593e-01,1.008101096152883969e+01
